fname,tot_return,sp_return
uan_20200507_10q_THISQ.xml,0.03409090909090917,-0.02376119620900008
hun_20200501_10q_THISQ.xml,0.134384858044164,0.05823497347659168
ryam_20200507_10q_THISQ.xml,0.14814814814814814,0.09029604284823889
sum_20200429_10q_THISQ.xml,-0.04943679599499384,-0.08732259053478086
era_20200505_10q_THISQ.xml,0.06369426751592355,0.00034759804164830044
kra_20200430_10q_THISQ.xml,-0.023062139654067892,-0.07070917813821442
smg_20200506_10q_THISQ.xml,0.08840369493854472,0.01776765253571777
hxl_20200420_10q_THISQ.xml,0.16629068643248468,0.0855730376951469
ibp_20200508_10q_THISQ.xml,0.16154680159016976,0.12091622046638917
alb_20200511_10q_THISQ.xml,0.18811417875526448,0.14769799854786125
ain_20200430_10q_THISQ.xml,0.17905471661110006,0.13140767812695353
wbc_20200501_10q_THISQ.xml,0.010515402843602084,-0.06563448172397024
rpm_20200408_10q_THISQ.xml,0.16079226450405493,0.05024723646461626
pol_20200421_10q_THISQ.xml,0.2430520464881254,0.1284625820973071
see_20200505_10q_THISQ.xml,0.09869325997248968,0.035346590498214425
ceqp^_20200507_10q_THISQ.xml,error,error
lpx_20200506_10q_THISQ.xml,0.17055032226078315,0.0999142798579562
ksu^_20191018_10q_THISQ.xml,error,error
kbr_20200504_10q_THISQ.xml,0.22187336473050778,0.1486965857838849
neu_20200423_10q_THISQ.xml,0.05811799122379324,-0.032323238172305535
ufs_20200508_10q_THISQ.xml,-0.1377852916314456,-0.1784158727552262
nue_20200513_10q_THISQ.xml,0.13234100135318005,0.05166189873877758
glw_20200505_10q_THISQ.xml,0.11279296875,0.04944629927572475
scl_20200430_10q_THISQ.xml,0.021231868824889588,-0.026415169659256943
nem_20200505_10q_THISQ.xml,-0.09917994739285152,-0.16252661686712677
swm_20200506_10q_THISQ.xml,0.09355883411299026,0.022922791710163315
esi_20200430_10q_THISQ.xml,0.06243902439024396,0.014791985906097427
trex_20200504_10q_THISQ.xml,0.20228205384846376,0.12910527490184087
alk_20200514_10q_THISQ.xml,0.30795715378729915,0.24003807864279048
ryi_20200506_10q_THISQ.xml,0.16046511627906979,0.08982907387624284
foe_20200511_10q_THISQ.xml,0.19960079840319356,0.15918461819579033
crs_20200430_10q_THISQ.xml,0.06420765027322406,0.01656061178907753
bco_20200508_10q_THISQ.xml,-0.01915050331451007,-0.059781084438290666
ccz_20191024_10q_THISQ.xml,-0.006692980950746552,-0.03082683256474006
emn_20200511_10q_THISQ.xml,0.1027486910994766,0.06233251089207337
eqm_20200514_10q_THISQ.xml,0.1241418764302058,0.05622280128569712
rfp_20200511_10q_THISQ.xml,-0.11428571428571432,-0.15470189449311755
kwr_20200511_10q_THISQ.xml,0.13900207066996195,0.09858589046255872
pg_20200420_10q_THISQ.xml,-0.03242335153296938,-0.11314100027030716
ceqp^_20191031_10q_THISQ.xml,error,error
wlk_20200506_10q_THISQ.xml,0.21158242316484643,0.14094638076201949
fcx_20200507_10q_THISQ.xml,0.011148272017837302,-0.04670383328207195
unp_20200423_10q_THISQ.xml,0.1216323296354993,0.031191100239400527
mtz_20200430_10q_THISQ.xml,0.09052924791086348,0.042882209426716944
scco_20200504_10q_THISQ.xml,0.12908242612752718,0.055905647180904294
ecl_20200507_10q_THISQ.xml,0.09511023906645333,0.03725813376654408
ceqp^_20190802_10q_THISQ.xml,error,error
axe_20200428_10q_THISQ.xml,0.04933669553777009,-0.015729389951543604
save_20200506_10q_THISQ.xml,0.1212121212121211,0.050576078809294156
vvv_20200507_10q_THISQ.xml,0.1034275405892966,0.045575435289387345
ccz_20200430_10q_THISQ.xml,0.05949112209408747,0.011844083609940936
clf_20200511_10q_THISQ.xml,0.11300639658848599,0.07259021638108276
nsc_20200429_10q_THISQ.xml,-0.005743921481150993,-0.043629716020938014
asix_20200501_10q_THISQ.xml,-0.035044824775876116,-0.11119470934344844
cc_20200506_10q_THISQ.xml,0.08796680497925302,0.017330762576426073
jeld_20200506_10q_THISQ.xml,0.19456617002629284,0.12393012762346589
ckh_20200428_10q_THISQ.xml,-0.01723505683901716,-0.08230114232833086
aes_20200507_10q_THISQ.xml,0.030528052805280703,-0.027324052494628548
lxfr_20200427_10q_THISQ.xml,-0.028050490883590462,-0.08823454211001536
gcp_20200507_10q_THISQ.xml,0.13721061547148494,0.07935851017157569
ngvt_20200430_10q_THISQ.xml,0.014445300462249566,-0.033201738021896965
aa_20200429_10q_THISQ.xml,0.06228373702422152,0.0243979424844345
ifft_20200511_10q_THISQ.xml,0.00233149639677821,-0.03808468381062502
ftk_20200612_10q_THISQ.xml,error,error
tpc_20200506_10q_THISQ.xml,0.6962843295638126,0.6256482871609856
luv_20200428_10q_THISQ.xml,0.08117211182216244,0.016106026332848744
dow_20200501_10q_THISQ.xml,0.15811581158115828,0.08196592701358596
ip_20200501_10q_THISQ.xml,0.020071899340922572,-0.05607798522664975
ce_20200428_10q_THISQ.xml,0.09729729729729719,0.032231211807983495
bld_20200505_10q_THISQ.xml,0.16935154975530176,0.1060048802810265
sfb_20190807_10q_THISQ.xml,error,error
elat_20191108_10q_THISQ.xml,-0.30130597014925364,-0.2970337298521686
eai_20191105_10q_THISQ.xml,error,error
oln_20200501_10q_THISQ.xml,0.0,-0.07614988456757232
dd_20200505_10q_THISQ.xml,0.14205312922107138,0.07870645974679613
cbt_20200511_10q_THISQ.xml,0.1325301204819278,0.09211394027452458
knx_20200506_10q_THISQ.xml,0.10481511040170255,0.0341790679988756
dal_20200422_10q_THISQ.xml,0.12194036493101934,0.03157761842173468
x_20200501_10q_THISQ.xml,0.07199999999999984,-0.004149884567572482
cde_20200422_10q_THISQ.xml,0.33720930232558155,0.2468465558162969
kop_20200507_10q_THISQ.xml,0.24492862509391422,0.18707651979400497
tse_20200508_10q_THISQ.xml,0.003974167908594284,-0.03665641321518631
eva_20200429_10q_THISQ.xml,0.036137440758293726,-0.0017483537814932948
usdp_20200507_10q_THISQ.xml,0.18309859154929575,0.1252464862493865
rog_20200501_10q_THISQ.xml,-0.0008306414397784012,-0.07698052600735072
mux_20200518_10q_THISQ.xml,-0.04842105263157892,-0.08001684439896861
enj_20200511_10q_THISQ.xml,0.0035601265822784445,-0.036856053625124785
np_20200511_10q_THISQ.xml,0.04268921427098382,0.0022730340635805923
sfb_20200507_10q_THISQ.xml,error,error
gra_20200508_10q_THISQ.xml,0.007916586213554844,-0.03271399491022575
eai_20200511_10q_THISQ.xml,error,error
cmp_20200506_10q_THISQ.xml,0.06287227001985451,-0.007763772382972434
mas_20200429_10q_THISQ.xml,0.12394298139647253,0.08605718685668551
bmy~_20200507_10q_THISQ.xml,error,error
ati_20200505_10q_THISQ.xml,0.11424903722721425,0.05090236775293899
mdu_20200508_10q_THISQ.xml,-0.0055325034578147525,-0.04616308458159535
ksu^_20200417_10q_THISQ.xml,error,error
mos_20200505_10q_THISQ.xml,0.026427962489343537,-0.036918706984931715
oec_20200507_10q_THISQ.xml,0.2468996617812853,0.18904755648137606
ppg_20200428_10q_THISQ.xml,0.1176211938001539,0.052555108310840204
axta_20200506_10q_THISQ.xml,0.2525745257452574,0.18193848334243046
slca_20200501_10q_THISQ.xml,0.26068376068376087,0.18453387611618854
ksu^_20190719_10q_THISQ.xml,error,error
star_20191031_10q_THISQ.xml,-0.1393700787401575,-0.15349465617430424
wlkp_20200506_10q_THISQ.xml,0.12205801860974286,0.05142197620691591
csl_20200423_10q_THISQ.xml,-0.007534983853605959,-0.09797621324970474
cva_20200508_10q_THISQ.xml,0.09987669543773126,0.05924611431395066
eai_20190806_10q_THISQ.xml,error,error
iff_20200511_10q_THISQ.xml,0.004248217265968801,-0.03616796294143443
