sector,filename
PublicUtilities,es_20191107_10q_0.xml
PublicUtilities,duk_20200512_10q_1.xml
PublicUtilities,ora_20191107_10q_0.xml
PublicUtilities,sr_20200205_10q_0.xml
PublicUtilities,emp_20190806_10q_THISQ.xml
PublicUtilities,fe_20200423_10q_1.xml
PublicUtilities,sjw_20191101_10q_0.xml
PublicUtilities,am_20200429_10q_1.xml
PublicUtilities,nfg_20190503_10q_0.xml
PublicUtilities,fn_20191105_10q_0.xml
PublicUtilities,ppl_20190806_10q_1.xml
PublicUtilities,peg_20200505_10q_1.xml
PublicUtilities,fn_20200204_10q_1.xml
PublicUtilities,gtt_20191112_10q_0.xml
PublicUtilities,nrg_20190807_10q_1.xml
PublicUtilities,eab_20200511_10q_1.xml
PublicUtilities,ed_20190801_10q_0.xml
PublicUtilities,wm_20190725_10q_0.xml
PublicUtilities,wes_20190731_10q_0.xml
PublicUtilities,ugi_20200206_10q_1.xml
PublicUtilities,gpja_20200430_10q_1.xml
PublicUtilities,ezt_20191105_10q_0.xml
PublicUtilities,aep_20190426_10q_1.xml
PublicUtilities,usm_20200430_10q_1.xml
PublicUtilities,emp_20200511_10q_THISQ.xml
PublicUtilities,elj_20191105_10q_THISQ.xml
PublicUtilities,soja_20191030_10q_0.xml
PublicUtilities,awk_20200506_10q_1.xml
PublicUtilities,dte_20200428_10q_1.xml
PublicUtilities,sre_20191101_10q_0.xml
PublicUtilities,uzb_20190801_10q_1.xml
PublicUtilities,vst_20200505_10q_1.xml
PublicUtilities,ava_20191107_10q_0.xml
PublicUtilities,bkh_20200505_10q_1.xml
PublicUtilities,nova_20191031_10q_0.xml
PublicUtilities,utl_20191024_10q_0.xml
PublicUtilities,enj_20190806_10q_1.xml
PublicUtilities,ale_20200506_10q_1.xml
PublicUtilities,cms_20190725_10q_0.xml
PublicUtilities,sojc_20200430_10q_1.xml
PublicUtilities,sji_20200506_10q_0.xml
PublicUtilities,cpk_20191107_10q_0.xml
PublicUtilities,gtt_20200508_10q_0.xml
PublicUtilities,kmi_20190719_10q_1.xml
PublicUtilities,por_20190802_10q_0.xml
PublicUtilities,cwen_20200507_10q_0.xml
PublicUtilities,cwt_20191031_10q_0.xml
PublicUtilities,dty_20200428_10q_1.xml
PublicUtilities,cien_20190612_10q_0.xml
PublicUtilities,fe_20190723_10q_1.xml
PublicUtilities,duk_20191108_10q_0.xml
PublicUtilities,epd_20200508_10q_0.xml
PublicUtilities,so_20191030_10q_0.xml
PublicUtilities,ugi_20190806_10q_0.xml
PublicUtilities,usac_20200505_10q_0.xml
PublicUtilities,pnm_20200501_10q_1.xml
PublicUtilities,es_20190806_10q_1.xml
PublicUtilities,ppx_20200508_10q_1.xml
PublicUtilities,dukh_20200512_10q_1.xml
PublicUtilities,ato_20190807_10q_0.xml
PublicUtilities,ctl_20200507_10q_0.xml
PublicUtilities,awr_20190805_10q_0.xml
PublicUtilities,oke_20200429_10q_0.xml
PublicUtilities,eno_20200511_10q_1.xml
PublicUtilities,ni_20191030_10q_0.xml
PublicUtilities,uzc_20200430_10q_1.xml
PublicUtilities,uzb_20191031_10q_0.xml
PublicUtilities,wes_20191104_10q_0.xml
PublicUtilities,enlc_20200508_10q_0.xml
PublicUtilities,ogs_20191029_10q_0.xml
PublicUtilities,sjw_20190726_10q_1.xml
PublicUtilities,eix_20191029_10q_0.xml
PublicUtilities,bkh_20190503_10q_0.xml
PublicUtilities,enlc_20190807_10q_0.xml
PublicUtilities,cnxm_20200427_10q_0.xml
PublicUtilities,ceqp_20190802_10q_0.xml
PublicUtilities,he_20190802_10q_1.xml
PublicUtilities,aee_20191108_10q_0.xml
PublicUtilities,nep_20191023_10q_0.xml
PublicUtilities,uza_20191031_10q_0.xml
PublicUtilities,ale_20181101_10q_1.xml
PublicUtilities,ppl_20200508_10q_1.xml
PublicUtilities,evrg_20190807_10q_0.xml
PublicUtilities,tcp_20191107_10q_0.xml
PublicUtilities,eab_20190806_10q_0.xml
PublicUtilities,cnp_20200507_10q_1.xml
PublicUtilities,aroc_20190730_10q_1.xml
PublicUtilities,nova_20190819_10q_1.xml
PublicUtilities,plt_20191105_10q_0.xml
PublicUtilities,tds_20190801_10q_0.xml
PublicUtilities,wm_20200506_10q_0.xml
PublicUtilities,awk_20190731_10q_0.xml
PublicUtilities,wec_20190806_10q_0.xml
PublicUtilities,dtw_20200428_10q_1.xml
PublicUtilities,ava_20200508_10q_1.xml
PublicUtilities,adsw_20191030_10q_0.xml
PublicUtilities,sre_20200504_10q_1.xml
PublicUtilities,cmsd_20200427_10q_1.xml
PublicUtilities,ava_20190807_10q_1.xml
PublicUtilities,peg_20191031_10q_0.xml
PublicUtilities,tcp_20190801_10q_1.xml
PublicUtilities,dcue_20200505_10q_1.xml
PublicUtilities,ida_20200430_10q_1.xml
PublicUtilities,wtrg_20200508_10q_1.xml
PublicUtilities,rsg_20200506_10q_0.xml
PublicUtilities,smlp_20191108_10q_0.xml
PublicUtilities,t_20200506_10q_0.xml
PublicUtilities,epd_20190809_10q_1.xml
PublicUtilities,trgp_20200507_10q_0.xml
PublicUtilities,ugi_20200507_10q_1.xml
PublicUtilities,kmi_20191021_10q_0.xml
PublicUtilities,awr_20200504_10q_0.xml
PublicUtilities,aep_20190725_10q_1.xml
PublicUtilities,ogs_20200428_10q_0.xml
PublicUtilities,plt_20190806_10q_0.xml
PublicUtilities,ato_20200506_10q_1.xml
PublicUtilities,rsg_20190426_10q_1.xml
PublicUtilities,am_20191029_10q_0.xml
PublicUtilities,ora_20190808_10q_1.xml
PublicUtilities,cmsd_20190725_10q_0.xml
PublicUtilities,smlp_20190510_10q_0.xml
PublicUtilities,cmsc_20191024_10q_0.xml
PublicUtilities,eqm_20200514_10q_THISQ.xml
PublicUtilities,ni_20200506_10q_1.xml
PublicUtilities,ed_20200507_10q_1.xml
PublicUtilities,uza_20200430_10q_1.xml
PublicUtilities,tcp_20200506_10q_0.xml
PublicUtilities,swx_20190807_10q_0.xml
PublicUtilities,he_20200505_10q_1.xml
PublicUtilities,agr_20191031_10q_0.xml
PublicUtilities,wcn_20200507_10q_0.xml
PublicUtilities,ida_20191031_10q_0.xml
PublicUtilities,soja_20200430_10q_1.xml
PublicUtilities,et_20200511_10q_0.xml
PublicUtilities,enbl_20190806_10q_0.xml
PublicUtilities,swx_20190508_10q_1.xml
PublicUtilities,eab_20191105_10q_0.xml
PublicUtilities,gpja_20191030_10q_0.xml
PublicUtilities,njr_20200206_10q_0.xml
PublicUtilities,cwen_20190806_10q_1.xml
PublicUtilities,ezt_20200511_10q_1.xml
PublicUtilities,etrn_20200514_10q_1.xml
PublicUtilities,he_20191101_10q_0.xml
PublicUtilities,oge_20191107_10q_0.xml
PublicUtilities,sji_20191107_10q_0.xml
PublicUtilities,njr_20200511_10q_0.xml
PublicUtilities,cpk_20200506_10q_1.xml
PublicUtilities,cnxm_20190430_10q_1.xml
PublicUtilities,adsw_20190730_10q_1.xml
PublicUtilities,cwt_20200430_10q_1.xml
