ticker
cp
save
luv
ups
unp
knx
bco
dal
ksu
alk
nsc
sndr
ckh
vmc
clh
ppg
len
csl
wlkp
ful
sxc
twi
hcr
clf
ip
lin
lxfr
mtz
glw
ain
cva
swm
cde
glt
aa
mdu
np
kop
alb
kra
nue
pol
foe
sxt
cvia
cf
dd
neu
kbr
rs
j
scco
ngvt
oln
aes
mas
pqg
slca
tse
npo
wlk
trox
asix
kwr
vvv
apd
hun
mlm
iff
see
bld
axta
cmc
nem
rog
emn
lyb
ryi
mos
len
ftk
fcx
sky
vntr
vrs
cc
uan
esi
esi
asix
csl
fmc
fbhs
smg
ce
wst
twi
aes
hl
ati
mux
tpc
door
cmp
kbr
gra
ibp
mdu
ufs
dy
cc
rfp
sum
cbt
mtx
ryam
oec
x
jeld
chd
bdc
door
trex
lpx
hxl
dow
ifft
scl
ed
ppx
nep
eix
uzc
drua
evrg
tbb
aep
bkh
dukb
dty
rsg
peg
trgp
kmi
sojb
cty
fe
oke
ctl
gtt
d
aee
soja
dtw
wmb
ppl
wcn
cpk
tcp
nrg
dtq
wec
ava
so
t
usac
sjw
nfg
sre
enlc
sojd
he
cmsd
es
awr
usm
ogs
dcp
ugi
njr
ato
dte
ora
cwt
nee
cnp
utl
dcue
pnm
eqm
ee
smlp
gpja
wtrg
dukh
wm
enbl
tds
cms
dtj
sr
ale
dtp
epd
ni
pnw
agr
cwen
vst
ida
adsw
et
ceqp
uza
wes
cien
nwn
sji
awk
oge
am
plt
duk
aroc
uzb
nwe
nova
cmsc
rsg
swx
por
sojc
cnxm
eb
dt
pro
hubs
fit
crm
amn
xrx
box
hpe
omc
snx
eght
ddd
tyl
al
pins
zuo
tdc
ui
man
bb
bhe
payc
qtwo
tel
wbt
smar
cslt
anet
nvt
nsp
mdla
mxl
nptn
estc
gddy
pnr
bki
newr
swi
dxc
cldr
extn
fsly
maxr
flow
sstk
itw
orcl
clgx
ramp
avlr
ping
info
epam
twlo
ayx
yext
dov
ldos
saic
rhi
arw
vmw
bgsf
aan
evtc
veev
arw
jnpr
cts
twtr
srt
uis
now
dell
rubi
gwre
jbt
msi
zen
ir
iphi
pstg
cars
now
wk
pd
spxc
sq
rxn
wk
sail
fds
tbi
asgn
sail
ipg
etn
nsco
plan
snap
kai
rng
net
uri
ibm
cw
tnc
trtn
ramp
clr
ccr
mr
nov
cog
swn
arch
bcei
xec
paa
crc
psx
hp
enb
hal
lbrt
wpx
nbr
ns
psxp
dk
int
hcc
hpr
tti
slb
sun
tpl
res
mplx
ois
cnx
thr
mtdr
hfc
talo
mur
chk
ge
clb
sd
qep
parr
xom
oxy
cmi
bpmp
ovv
oii
ngs
bkr
wttr
rrc
mgy
eog
kos
pe
nex
enba
bwxt
lpi
cvi
shlx
emr
mpc
sm
hlx
ngs
hal
dnow
mro
ne
spn
apa
mmp
ar
cpe
fti
dkl
drq
eqt
pagp
bc
cvx
unt
bsm
dvn
egy
pump
pxd
cxo
val
wll
ceix
shlx
mic
eaf
hes
vlo
nr
fet
rig
hep
dkl
bgg
gel
dvn
int
mr
ngl
btu
dnr
fi
pbf
cop
skx
cri
deck
tr
dar
ths
www
rev
golf
sam
yeti
site
tap
cl
bg
mov
stz
ktb
gnc
syy
ingr
nls
uaa
bery
ua
vgr
ens
afi
kdp
atr
hsy
ges
adm
kn
k
pm
gis
med
prmw
tup
pvh
fdp
ens
mkc
arlo
epc
cal
oxm
dpz
ko
ctva
awi
mo
post
ely
tsn
usfd
hrl
rl
flo
tpr
vfc
sjm
bgs
hog
gef
wre
hri
ftai
lxp
thc
nus
bhvn
mrk
insp
antm
jnj
lly
dva
zts
syk
hrc
che
amrx
ara
abbv
moh
cnmd
nvst
ste
lh
mck
mmm
crl
uhs
ivc
sem
hlf
cnc
md
dgx
ci
elat
elan
ste
tdoc
mnk
cry
bsx
gmed
ctlt
tfx
hum
omi
prgo
bhc
nvro
mdt
pfe
pbh
avns
bdx
coo
cvs
var
zbh
myov
abc
mdt
hca
bmy
bax
gkos
pen
msa
ebs
rad
zyme
abt
hae
nvta
ew
teva
ehc
bkd
unh
iqv
azz
oi
wso
kmx
usna
hi
wrk
ayi
kmb
cvna
pack
dlx
unvr
rbc
abg
pag
ctb
ash
dlx
sah
knl
sah
pkg
hni
acco
whr
bll
mhk
ame
cck
gpk
clx
avy
cwh
cgc
an
kamn
kar
tpx
leg
codi
ctb
son
gpi
aos
gnrc
lzb
lad
scs
musa
imax
bfam
tnet
ncr
phr
fico
dbd
pbi
cbz
flt
gpn
quad
wex
msci
ma
uber
itgr
wu
nlsn
grub
v
env
rba
dlb
ads
acn
enr
vvi
atkr
spb
fis
mms
st
hwm
cnr
hy
vne
aptv
gm
pwr
rok
mtor
xyl
pwr
hei
nwhm
onto
phm
aca
mth
pii
kbh
vsto
swt
pgti
lea
noc
gpc
rop
bxc
mrc
ssd
cr
mtw
wab
axl
mtrn
txt
tol
hon
rgr
plow
b
itt
hubb
tgi
wbc
cir
exp
cfx
ese
phm
ph
swk
alv
wms
dlph
xyl
lmt
tdg
tdy
vsh
vcra
mpx
prlb
cat
nx
tex
bio
oc
tt
tkr
wnc
alsn
nvr
smp
ccs
hii
mdc
mho
lcii
de
aph
cps
itt
pki
osk
vmi
ten
alg
mli
hei
f
rtx
ssd
fix
ftv
iex
bio
eme
cub
bwa
sri
agco
wts
tkr
fss
dan
sna
ajrd
gff
fls
tph
keys
mwa
spr
bmi
mod
nav
a
alg
ldl
wat
dhr
lii
trn
ba
ggg
ttc
dhi
adnt
mtd
gd
tmhc
mei
met
dfs
scu
fcf
jll
cof
pri
efx
nni
rlgy
cfg
pru
hig
jhg
mcy
y
mmc
stc
schw
wdr
trv
tru
ihc
boh
bro
cns
eig
bku
vac
apo
cma
unma
rmax
axs
gdot
afl
cb
mco
wbs
aig
ab
gty
ice
wd
cna
gts
kw
gl
nbhc
rnr
afgc
apam
cno
ahh
fnf
rol
afgh
mtg
ajg
gnw
aizp
stl
lnc
bxg
invh
axp
usb
hth
fg
prs
all
syf
wtm
si
jef
ev
pra
hpp
hmn
hgh
agm
stt
evr
amp
trno
bhlb
cit
wbs
faf
hli
nycb
pipr
efc
pfs
rjf
bk
pjt
cpf
ghl
mbi
cbre
enva
rga
cfr
ares
prh
abm
ael
srg
snv
uve
pgr
ffg
argd
spgi
key
gwb
wal
bsig
ago
cwk
hmn
tpre
cbu
kmpr
fhi
fph
mtb
thg
mc
rli
re
axo
fsb
hgh
pb
bro
amg
rf
ori
omf
voya
lm
cubi
mkl
kkr
bx
thga
sf
aiz
esnt
pnc
ue
fph
sc
fnb
ambc
fbc
rzb
bsa
cade
ax
pjh
rvi
rdn
ihc
asb
hig
pri
ath
laz
argo
fbp
banc
unm
whg
afg
l
wrb
mmi
tfc
ghc
mgm
o
vici
sitc
psb
nhi
trtx
wow
dre
cplg
rpt
amc
aht
two
ht
are
alx
cldt
avb
cor
low
yum
gpmt
msgs
mdp
cnne
rhp
dfin
ltc
kim
exr
drh
chgg
bby
well
amt
doc
xpo
sph
uvv
krg
hcft
rcl
home
vrtv
ver
ivr
bdn
esrt
ari
hd
cpt
aap
hsc
irm
mpw
chwy
ladr
gtn
irt
gnl
lb
matx
sig
h
eat
prty
evri
rwt
cxw
clnc
spce
skt
fun
wpc
rexr
trwh
cnk
stag
xan
epr
jwn
hbi
uvv
r
lsi
tif
yum
dfin
seas
cmg
jci
alex
hhc
jbgs
ess
pei
olp
work
snr
fcpt
plnt
wwe
rlh
dri
brx
acel
ccl
dds
hzo
m
peb
cube
egp
cabo
tco
nsa
ajx
gmta
nclh
chct
chh
gww
din
slg
amh
dei
peak
hil
tsq
shw
cato
armk
rpai
gci
burl
psa
sbh
w
mac
fl
tjx
hta
doc
g
pk
els
chs
dx
htz
aeo
serv
kref
geo
brt
dea
hrb
mgp
pmt
hst
safe
tdw
cuz
gatx
nly
boot
nyt
wmc
aiv
cbl
krc
rgs
src
vtr
eqr
hasi
adc
ofc
iret
nrz
lvs
qts
mg
wynd
cco
kss
bfs
hlt
yelp
spg
snr
pdm
pgre
etm
inn
it
sho
arr
maa
cold
bxmt
wmt
atus
aat
bcc
vno
out
wy
kr
cuk
clny
mfa
aple
sci
rh
gco
mnr
mcd
kref
wpg
stwd
expr
lyv
tlrd
fcn
earn
wh
bdn
big
cldt
uht
gps
acm
fnd
ccz
dg
byd
tsq
tgt
xhr
fr
bah
stor
frt
qsr
pdm
wri
six
sui
cim
pld
alle
hiw
udr
quot
dks
evh
akr
hgv
shak
gms
dbi
bxp
eqc
cxp
rlj
acc
anf
dlr
wsm
ohi
yumc
hr
cci
cmo
ryn
adt
kex
